download,citing_q2th,submitted_2011,submitted_2012,submitted_2013,submitted_2014,submitted_2015,submitted_2016,submitted_2017,submitted_2018,submitted_2019,submitted_2020,published_2014,published_2015,published_2016,published_2017,published_2018,published_2019,published_2020,length,title_lda_weight,keyword_lda_weight,abstract_lda_weight,title_NoW,keywords_NoW,abstract_NoW,introduction_NoW,experimental_method_NoW,conclusion_NoW,acknowledgement_NoW,result_NoW,title_lda_0,title_lda_1,title_lda_2,title_lda_3,title_lda_4,title_lda_5,title_lda_6,title_lda_7,title_lda_8,title_lda_9,title_lda_10,title_lda_11,title_lda_12,title_lda_13,title_lda_14,title_lda_15,title_lda_16,title_lda_17,title_lda_18,title_lda_19,keyword_lda_0,keyword_lda_1,keyword_lda_2,keyword_lda_3,keyword_lda_4,keyword_lda_5,keyword_lda_6,keyword_lda_7,keyword_lda_8,keyword_lda_9,keyword_lda_10,keyword_lda_11,keyword_lda_12,keyword_lda_13,keyword_lda_14,keyword_lda_15,keyword_lda_16,keyword_lda_17,keyword_lda_18,keyword_lda_19,abstract_lda_0,abstract_lda_1,abstract_lda_2,abstract_lda_3,abstract_lda_4,abstract_lda_5,abstract_lda_6,abstract_lda_7,abstract_lda_8,abstract_lda_9,abstract_lda_10,abstract_lda_11,abstract_lda_12,abstract_lda_13,abstract_lda_14,abstract_lda_15,abstract_lda_16,abstract_lda_17,abstract_lda_18,abstract_lda_19,Indo,Mix,Non-Indo,Writers,FirstIndo
6.637259341899588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.5650262775800314,0.7025002837181091,0.3423742353916168,0.3423756957054138,2.3979861777572986,1.9460529959950603,88,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1
6.530879085450772,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3979861777572986,0.35054850578308105,0.6494048237800598,0.5249996781349182,2.1973356822749484,1.7919261220073757,118,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1
6.608001974822843,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4849899796493045,0.55527263879776,0.3554607927799225,0.6517365574836731,2.3026850879943788,2.1973356822749484,158,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1
6.490725051952039,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3026850879943788,0.6395151615142822,0.3511824011802673,0.3511827886104584,2.4849899796493045,2.1973356822749484,93,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4,1
6.326151262062265,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1973356822749484,0.4339920282363892,0.3977687060832977,0.2388284206390381,2.079566533867987,2.079566533867987,82,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1
6.788972869117663,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4849899796493045,0.6063125133514404,0.6062492728233337,0.05000000074505806,2.4849899796493045,1.7919261220073757,109,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
6.253830734650547,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3026850879943788,0.5397993326187134,0.3898416459560394,0.606427788734436,1.9460529959950603,2.1973356822749484,74,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,1
6.792345549804635,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3026850879943788,0.7330976128578186,0.6818051934242249,0.4201023578643799,2.3979861777572986,2.3026850879943788,105,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1
6.8373338876463885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3026850879943788,0.3486188054084778,0.6506199836730957,0.5249996781349182,2.1973356822749484,2.079566533867987,95,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
6.790098360372665,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.7081168655467533,0.4417506158351898,0.6971577405929565,0.398095041513443,2.639128755635788,2.3026850879943788,103,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,1
6.885510692529183,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3979861777572986,0.7328057289123535,0.6520746946334839,0.3166435658931732,2.639128755635788,2.3026850879943788,111,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
6.763886063296178,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4849899796493045,0.7008402943611145,0.7482160329818726,0.33622732758522034,2.1973356822749484,2.639128755635788,90,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0
6.618740318629812,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.3979861777572986,0.3557305335998535,0.6514754891395569,0.3312314450740814,2.079566533867987,1.6096378924367665,100,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1
6.587551392234316,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.1973356822749484,0.7039362788200378,0.7382355332374573,0.4586487114429474,2.079566533867987,2.4849899796493045,136,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5,1
6.937315052096998,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.4849899796493045,0.4648573696613312,0.460723876953125,0.606489896774292,2.3026850879943788,2.079566533867987,79,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
6.850127225466974,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3026850879943788,0.7463304400444031,0.3087572157382965,0.4668529331684113,2.3979861777572986,2.079566533867987,101,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1
6.645092269894914,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4849899796493045,0.3659567832946777,0.7057543992996216,0.31625717878341675,2.3979861777572986,2.1973356822749484,100,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0
6.820017456376591,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4849899796493045,0.7587505578994751,0.3241688311100006,0.4015707671642304,2.4849899796493045,2.1973356822749484,72,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1
6.507279204921211,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4849899796493045,0.6768537163734436,0.6028638482093811,0.3638957738876343,2.079566533867987,2.079566533867987,63,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
6.630684704902714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.3026850879943788,0.4510363638401032,0.60636305809021,0.05000000074505806,2.079566533867987,2.3979861777572986,146,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
6.616066523820008,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.4849899796493045,0.7215098142623901,0.2430862337350845,0.05000000074505806,2.4849899796493045,2.079566533867987,74,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
6.9763490041541285,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.3979861777572986,0.6453750729560852,0.5609594583511353,0.6796149611473083,2.5650262775800314,2.1973356822749484,86,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0.0009995003330834232,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1
